,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE
117,Perodua Bezza 1.3A Premium X,"$55,800 ",,,"4,062 km (2.2k /yr)",$584 /yr,,"1,329 cc",915 kg,2019,Auto,"$12,386 ","$5,000 ",70.0 kW (93 bhp),1,"$26,309 "
118,Honda Civic 1.6A VTi,"$66,800 ",,,"75,101 km (16.9k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016,Auto,"$19,641 ","$19,641 ",92.0 kW (123 bhp),1,"$55,200 "
119,Toyota Corolla Altis 1.6A Elegance,"$62,777 ",,,"59,000 km (12.8k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$55,200 "
120,Toyota Corolla Altis 1.6A (COE till 07/2023),"$17,800 ","$7,300 /yr",,N.A.,$965 /yr,,"1,598 cc","1,195 kg",2008,Auto,"$16,777 ","$16,777 ",80.0 kW (107 bhp),3,"$18,583 "
121,Nissan Sunny 1.6M EX (COE till 08/2023),"$17,800 ","$6,940 /yr",,N.A.,$965 /yr,,"1,597 cc","1,085 kg",2007,Manual,"$11,649 ","$11,649 ",81.0 kW (108 bhp),1,"$17,099 "
122,Hyundai Elantra 1.6A GLS S,"$65,800 ",,,"55,238 km (22.3k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2018,Auto,"$11,819 ","$11,819 ",93.8 kW (125 bhp),1,"$33,798 "
123,Toyota Corolla Altis 1.6A,"$48,800 ",,,"63,000 km (10.8k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015,Auto,"$17,804 ","$12,804 ",90.0 kW (120 bhp),1,"$57,199 "
124,Hyundai Elantra 1.6A GLS S (OPC),"$58,800 ",,,"15,541 km (7k /yr)",$238 /yr,,"1,591 cc","1,345 kg",2018,Auto,"$12,628 ","$12,628 ",93.8 kW (125 bhp),1,"$11,199 "
125,Toyota Vios 1.5A E,"$85,777 ",,,"5,000 km",$682 /yr,,"1,496 cc","1,085 kg",2019,Auto,"$13,870 ","$13,870 ",79.0 kW (105 bhp),1,"$35,710 "
126,Toyota Corolla Altis 1.6A (COE till 10/2030),"$56,800 ","$5,830 /yr",,"165,311 km (16.4k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2011,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,"$35,200 "
127,Hyundai Elantra 1.6A GLS S,"$56,300 ",,,"81,350 km (21.2k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2016,Auto,"$13,673 ","$13,673 ",93.8 kW (125 bhp),1,"$51,765 "
128,Toyota Corolla Altis 1.6A,"$23,800 ",,,"140,000 km (16.5k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2012,Auto,"$14,885 ","$14,885 ",90.0 kW (120 bhp),5,"$59,004 "
129,Honda Civic 1.6A VTi,"$68,800 ",,,"49,000 km (11.5k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016,Auto,"$19,491 ","$19,491 ",92.0 kW (123 bhp),1,"$51,506 "
130,Kia Cerato Forte 1.6A SX (COE till 01/2026),"$36,800 ","$7,400 /yr",,"103,000 km (10.3k /yr)",$738 /yr,,"1,591 cc","1,261 kg",2010,Auto,"$14,093 ","$14,093 ",91.1 kW (122 bhp),2,"$19,069 "
131,Toyota Vios 1.5A E (COE till 07/2027),"$36,800 ","$5,730 /yr",,N.A.,$958 /yr,,"1,497 cc","1,095 kg",2007,Auto,"$12,607 ","$11,678 ",80.0 kW (107 bhp),3,"$48,200 "
132,Nissan Sylphy 1.6A,"$36,500 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2014,Auto,"$15,065 ","$10,065 ",85.0 kW (113 bhp),2,"$61,899 "
133,Honda Civic 1.6A VTi,"$79,777 ",,,"27,000 km (8.7k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2017,Auto,"$19,536 ","$19,536 ",92.0 kW (123 bhp),1,"$42,902 "
134,Volkswagen Jetta 1.4A TSI,"$28,800 ",,,N.A.,$620 /yr,,"1,390 cc","1,417 kg",2012,Auto,"$21,152 ","$21,152 ",90.0 kW (120 bhp),2,"$68,656 "
135,Hyundai Elantra 1.6A GLS,"$59,800 ",,,"49,885 km (15.1k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2017,Auto,"$12,032 ","$12,032 ",93.8 kW (125 bhp),1,"$42,902 "
136,Toyota Vios 1.5M E (COE till 05/2022),"$10,800 ","$8,460 /yr",,"119,087 km (8.7k /yr)",$958 /yr,,"1,497 cc","1,075 kg",2007,Manual,"$12,247 ","$13,472 ",80.0 kW (107 bhp),4,"$25,333 "
137,Kia Cerato 1.6A EX,"$83,888 ",,,"12,900 km (12.1k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2019,Auto,"$14,486 ","$14,486 ",93.8 kW (125 bhp),1,"$32,889 "
138,Toyota Corolla Altis 1.6A (COE till 03/2030),"$51,000 ","$5,600 /yr",,"112,000 km (10.3k /yr)",$816 /yr,,"1,598 cc","1,195 kg",2010,Auto,"$16,716 ","$16,716 ",80.0 kW (107 bhp),3,"$33,207 "
139,Hyundai Accent 1.4A,"$64,800 ",,,"18,000 km (11.5k /yr)",$608 /yr,,"1,368 cc","1,115 kg",2019,Auto,"$9,061 ","$9,061 ",73.6 kW (98 bhp),1,"$28,589 "
140,Toyota Allion 1.5A (COE till 02/2029),"$55,800 ","$6,920 /yr",,N.A.,$818 /yr,,"1,496 cc","1,200 kg",2008,Auto,"$16,691 ","$4,917 ",81.0 kW (108 bhp),2,"$25,727 "
141,Toyota Corolla Axio 1.5A X (COE till 08/2023),"$18,800 ","$7,460 /yr",,N.A.,$887 /yr,,"1,496 cc","1,130 kg",2008,Auto,"$12,339 ","$12,339 ",81.0 kW (108 bhp),4,"$17,099 "
142,Toyota Corolla Altis 1.6A (COE till 03/2024),"$24,800 ","$7,870 /yr",,N.A.,$890 /yr,,"1,598 cc","1,195 kg",2009,Auto,"$16,990 ","$16,990 ",80.0 kW (107 bhp),4,"$12,763 "
143,Toyota Vios 1.5A E (COE till 12/2024),"$26,800 ","$6,860 /yr",,"121,112 km (10.9k /yr)",$821 /yr,,"1,497 cc","1,095 kg",2009,Auto,"$12,717 ","$12,717 ",80.0 kW (107 bhp),3,"$15,988 "
144,Toyota Corolla Altis 1.6A,"$20,900 ",,,"110,000 km (12.2k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2012,Auto,"$14,432 ","$14,432 ",90.0 kW (120 bhp),2,"$54,887 "
145,Mazda 3 1.5A Deluxe,"$52,888 ",,,"52,000 km (9.8k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2015,Auto,"$17,996 ","$12,996 ",88.0 kW (118 bhp),1,"$57,498 "
146,Kia Cerato Forte 1.6A SX (New 5-yr COE),"$36,800 ","$7,360 /yr",,"116,000 km (11.5k /yr)",$812 /yr,N.A.,"1,591 cc","1,251 kg",2010,Auto,"$13,490 ","$13,490 ",92.7 kW (124 bhp),3,N.A.
147,Suzuki SX4 1.6A (COE till 11/2025),"$33,800 ","$7,030 /yr",,"112,000 km (11k /yr)",$810 /yr,,"1,586 cc","1,220 kg",2010,Auto,"$14,908 ","$14,908 ",82.0 kW (109 bhp),3,"$18,238 "
148,Mitsubishi Attrage 1.2A,"$54,800 ",,,"60,429 km (20.1k /yr)",$506 /yr,,"1,193 cc",940 kg,2017,Auto,"$13,335 ","$5,000 ",59.0 kW (79 bhp),2,"$38,600 "
149,Toyota Corolla Altis 1.6A (COE till 03/2029),"$44,999 ","$5,520 /yr",,"145,000 km (12.3k /yr)",$890 /yr,,"1,598 cc","1,195 kg",2009,Auto,"$16,990 ","$16,990 ",80.0 kW (107 bhp),2,"$25,525 "
150,Mitsubishi Lancer 1.6A GLX (COE till 11/2027),"$39,000 ","$5,730 /yr",,N.A.,"$1,028 /yr",,"1,584 cc","1,162 kg",2007,Auto,"$12,560 ","$10,605 ",79.0 kW (105 bhp),2,"$41,994 "
151,Subaru Impreza 4D 1.5R (COE till 10/2024),"$19,800 ","$5,300 /yr",,"180,000 km (16.1k /yr)",$821 /yr,,"1,498 cc","1,325 kg",2009,Auto,"$15,526 ","$15,526 ",79.0 kW (105 bhp),4,"$15,287 "
152,Kia Cerato K3 1.6A,"$58,800 ",,,N.A.,$738 /yr,,"1,591 cc","1,295 kg",2017,Auto,"$11,854 ","$11,854 ",95.3 kW (127 bhp),1,"$36,890 "
153,Toyota Corolla Altis 1.6A Elegance,"$20,800 ",,,"110,000 km (12.4k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2012,Auto,"$15,045 ","$15,045 ",90.0 kW (120 bhp),2,"$52,809 "
154,Toyota Corolla Altis 1.6A Elegance,"$73,777 ",,,"50,000 km (15.9k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2017,Auto,"$21,690 ","$22,366 ",96.0 kW (128 bhp),1,"$46,791 "
155,Kia Cerato 1.6A LX,"$69,777 ",,,"36,000 km (17.5k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2018,Auto,"$11,203 ","$11,203 ",93.8 kW (125 bhp),1,"$23,568 "
156,Hyundai Elantra 1.6A GLS,"$56,800 ",,,N.A.,$738 /yr,,"1,591 cc","1,345 kg",2017,Auto,"$11,153 ","$11,153 ",93.8 kW (125 bhp),1,"$51,106 "
157,Honda Civic 1.6A VTi,"$69,800 ",,,"70,000 km (17.6k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016,Auto,"$20,992 ","$21,389 ",92.0 kW (123 bhp),2,"$52,668 "
158,Mitsubishi Lancer EX 1.6A,"$50,888 ",,,"55,000 km (11.7k /yr)",$738 /yr,,"1,590 cc","1,284 kg",2015,Auto,"$13,572 ","$13,572 ",86.0 kW (115 bhp),1,"$47,300 "
159,Volkswagen Jetta GP 1.4A TSI,"$49,800 ",,,"65,000 km (12.7k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2015,Auto,"$17,557 ","$17,557 ",90.0 kW (120 bhp),2,"$56,989 "
160,Kia Cerato 1.6A LX,"$79,888 ",,,"10,603 km",$738 /yr,,"1,591 cc","1,287 kg",2020,Auto,"$12,720 ","$12,720 ",93.8 kW (125 bhp),1,"$31,210 "
161,Mitsubishi Lancer EX 1.5A GLS (COE till 01/2028),"$42,800 ","$6,190 /yr",,N.A.,$958 /yr,,"1,499 cc","1,313 kg",2007,Auto,"$16,532 ","$18,186 ",80.0 kW (107 bhp),2,"$42,970 "
162,Hyundai Avante 1.6A S (New 5-yr COE),"$32,800 ","$6,560 /yr",,"122,335 km (12.4k /yr)",$738 /yr,N.A.,"1,591 cc","1,264 kg",2010,Auto,"$10,492 ","$10,492 ",89.7 kW (120 bhp),2,N.A.
163,Honda Civic Hybrid 1.3A (COE till 09/2023),"$18,800 ","$7,310 /yr",,"151,000 km (12.1k /yr)",$767 /yr,,"1,339 cc","1,290 kg",2008,Auto,"$26,564 ","$15,939 ",70.0 kW (93 bhp),4,"$16,170 "
164,Kia Cerato Forte 1.6A SX (COE till 01/2030),"$45,800 ","$5,100 /yr",,N.A.,$812 /yr,,"1,591 cc","1,251 kg",2009,Auto,"$14,289 ","$14,289 ",92.7 kW (124 bhp),4,"$32,368 "
165,Volkswagen Jetta Sport 1.4A TSI,"$29,800 ",,,"220,306 km (26.8k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2012,Auto,"$24,092 ","$24,092 ",118.0 kW (158 bhp),1,"$59,004 "
166,Toyota Corolla Altis 1.6A Elegance,"$50,888 ",,,"98,000 km (16.6k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015,Auto,"$19,589 ","$14,589 ",90.0 kW (120 bhp),2,"$65,001 "
167,Honda City 1.5A V,"$62,800 ",,,"32,688 km (9.7k /yr)",$684 /yr,,"1,497 cc","1,078 kg",2017,Auto,"$16,353 ","$11,353 ",88.0 kW (118 bhp),1,"$44,002 "
168,Toyota Vios 1.5A E (COE till 08/2025),"$29,800 ","$6,540 /yr",,N.A.,$752 /yr,,"1,497 cc","1,095 kg",2010,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),3,"$16,095 "
169,Toyota Corolla Altis 1.6A Elegance,"$83,800 ",,,"28,000 km (13.8k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2019,Auto,"$21,858 ","$22,602 ",96.0 kW (128 bhp),1,"$23,568 "
170,Kia Cerato Forte 1.6A EX (COE till 02/2029),"$47,800 ","$5,920 /yr",,"212,000 km (17.9k /yr)",$886 /yr,,"1,591 cc","1,251 kg",2009,Auto,"$13,584 ","$13,584 ",92.7 kW (124 bhp),3,"$25,727 "
171,Kia Cerato 1.6A EX,"$71,800 ",,,"27,000 km (13.4k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2018,Auto,"$13,737 ","$13,737 ",93.8 kW (125 bhp),1,"$25,920 "
172,Honda Civic 1.8A (COE till 08/2023),"$23,000 ","$9,000 /yr",,N.A.,"$1,271 /yr",,"1,799 cc","1,240 kg",2008,Auto,"$18,421 ","$15,713 ",103.0 kW (138 bhp),4,"$17,496 "
173,Toyota Corolla Altis 1.6A Elegance,"$66,500 ",,,"40,700 km (9.7k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$50,991 "
174,Honda Civic 1.6A VTi,"$86,800 ",,,"23,992 km (15.2k /yr)",$742 /yr,,"1,597 cc","1,237 kg",2019,Auto,"$20,215 ","$20,301 ",92.0 kW (123 bhp),1,"$30,009 "
175,Toyota Corolla Altis 1.6A (COE till 04/2024),"$23,998 ","$7,490 /yr",,N.A.,$890 /yr,,"1,598 cc","1,195 kg",2009,Auto,"$16,990 ","$16,990 ",80.0 kW (107 bhp),4,"$13,088 "
176,Honda City 1.5A SV,"$56,500 ",,,N.A.,$684 /yr,,"1,497 cc","1,096 kg",2016,Auto,"$17,760 ","$12,760 ",88.0 kW (118 bhp),2,"$50,889 "
177,Toyota Corolla Altis 1.6A (New 5-yr COE),"$33,800 ","$6,760 /yr",,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2011,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),5,N.A.
178,Nissan Sylphy 1.6A Premium Signature Series,"$47,800 ",,,"85,887 km (16.3k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015,Auto,"$16,439 ","$16,439 ",85.0 kW (113 bhp),1,"$57,301 "
179,Hyundai Avante 1.6A (COE till 03/2024),"$23,800 ","$7,580 /yr",,"204,000 km (17.2k /yr)",$886 /yr,,"1,591 cc","1,264 kg",2009,Auto,"$10,978 ","$10,978 ",89.7 kW (120 bhp),5,"$12,763 "
180,Mitsubishi Attrage 1.2A Sports,"$56,888 ",,,"17,134 km (7.9k /yr)",$506 /yr,,"1,193 cc",940 kg,2017,Auto,"$13,426 ","$5,000 ",59.0 kW (79 bhp),1,"$28,457 "
181,Toyota Vios 1.5A E (COE till 12/2025),"$30,800 ","$6,370 /yr",,N.A.,$752 /yr,,"1,497 cc","1,095 kg",2010,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),3,"$18,652 "
182,Chevrolet Cruze 1.6A,"$21,800 ",,,"99,591 km (12k /yr)",$742 /yr,,"1,598 cc","1,388 kg",2011,Auto,"$12,530 ","$12,530 ",91.0 kW (122 bhp),3,"$58,501 "
183,Mitsubishi Lancer EX 2.0A GLS (COE till 04/2028),"$57,800 ","$8,030 /yr",,N.A.,"$1,573 /yr",,"1,998 cc","1,427 kg",2007,Auto,"$18,402 ","$18,402 ",114.0 kW (152 bhp),2,"$40,881 "
184,Honda Civic 1.6A VTi,"$78,800 ",,,"37,000 km (13.3k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2018,Auto,"$19,724 ","$19,724 ",92.0 kW (123 bhp),1,"$40,000 "
185,Mazda 3 1.5A Deluxe,"$54,800 ",,,"98,500 km (22.5k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2016,Auto,"$18,694 ","$13,694 ",88.0 kW (118 bhp),2,"$51,506 "
186,Mazda 3 1.5A Deluxe,"$50,800 ",,,"97,218 km (19.2k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2015,Auto,"$17,812 ","$12,812 ",88.0 kW (118 bhp),1,"$45,002 "
187,Hyundai Avante 1.6A GLS S (OPC),"$57,800 ",,,"14,024 km (7.7k /yr)",$238 /yr,,"1,591 cc","1,345 kg",2019,Auto,"$14,582 ","$14,582 ",93.8 kW (125 bhp),1,"$9,301 "
188,Honda Civic 1.6A VTi,"$80,800 ",,,"63,158 km (28.1k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2018,Auto,"$20,612 ","$20,857 ",92.0 kW (123 bhp),1,"$28,457 "
189,Mitsubishi Lancer EX 1.6A,"$53,800 ",,,N.A.,$738 /yr,,"1,590 cc","1,284 kg",2016,Auto,"$13,263 ","$13,263 ",86.0 kW (115 bhp),2,"$48,000 "
190,Toyota Vios 1.5A E Sports (COE till 11/2023),"$18,800 ","$6,850 /yr",,N.A.,$889 /yr,,"1,497 cc","1,095 kg",2008,Auto,"$11,834 ","$11,834 ",80.0 kW (107 bhp),5,"$14,835 "
191,Porsche Macan S 3.0A PDK (COE till 09/2030),"$293,800 ","$30,530 /yr",,N.A.,"$2,380 /yr",,"2,995 cc","1,940 kg",2019,Auto,"$54,500 ","$70,100 ",260.0 kW (348 bhp),1,"$40,790 "
192,Mitsubishi Lancer EX 1.5A GLS (COE till 10/2022),"$13,998 ","$8,070 /yr",,"143,575 km (10.9k /yr)",$958 /yr,,"1,499 cc","1,313 kg",2007,Auto,"$16,557 ","$18,213 ",80.0 kW (107 bhp),2,"$21,282 "
193,Toyota Corolla Altis 1.6A Elegance (COE till 09/2025),"$30,998 ","$6,660 /yr",,N.A.,$816 /yr,,"1,598 cc","1,195 kg",2010,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),3,"$16,570 "
194,Toyota Corolla Altis 1.6A Elegance (COE till 04/2029),"$46,800 ","$5,680 /yr",,"98,000 km (8.4k /yr)",$890 /yr,,"1,598 cc","1,195 kg",2009,Auto,"$17,500 ","$17,500 ",80.0 kW (107 bhp),1,"$26,175 "
195,Honda City 1.5A SV,"$54,800 ",,,"57,000 km (13k /yr)",$684 /yr,,"1,497 cc","1,096 kg",2016,Auto,"$17,537 ","$12,537 ",88.0 kW (118 bhp),1,"$51,506 "
196,Nissan Sylphy 1.5A (COE till 04/2029),"$43,800 ","$5,320 /yr",,"97,000 km (8.3k /yr)",$821 /yr,,"1,498 cc","1,175 kg",2009,Auto,"$20,131 ","$20,131 ",80.0 kW (107 bhp),1,"$26,175 "
197,Mitsubishi Attrage 1.2A Sports,"$63,800 ",,,"13,000 km (11.9k /yr)",$506 /yr,,"1,193 cc",940 kg,2019,Auto,"$13,810 ","$5,000 ",59.0 kW (79 bhp),1,"$33,009 "
198,Toyota Corolla Altis 1.6A (New 5-yr COE),"$36,800 ","$7,360 /yr",,"116,243 km (11.3k /yr)",$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,716 ","$16,716 ",80.0 kW (107 bhp),2,N.A.
199,Kia Cerato Forte 1.6A SX,"$17,800 ",,,"170,000 km (18.6k /yr)",$738 /yr,,"1,591 cc","1,261 kg",2011,Auto,"$13,330 ","$13,330 ",91.1 kW (122 bhp),3,"$52,392 "
200,Honda Civic 2.0A,N.A,N.A,,N.A.,"$1,210 /yr",N.A.,"1,998 cc","1,312 kg",2009,Auto,"$26,735 ","$26,735 ",114.0 kW (152 bhp),3,"$72,501 "
201,Toyota Corolla Altis 1.6A Classic,"$56,800 ",,,"91,468 km (17.8k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015,Auto,"$17,804 ","$17,804 ",90.0 kW (120 bhp),2,"$56,989 "
202,Volkswagen Jetta 1.6A (COE till 10/2029),"$54,000 ","$6,180 /yr",,"156,000 km (13.8k /yr)",$888 /yr,,"1,595 cc","1,466 kg",2009,Auto,"$17,262 ","$17,262 ",75.0 kW (100 bhp),1,"$30,574 "
203,Hyundai Elantra 1.6A (OPC),"$45,800 ",,,"50,188 km (12k /yr)",$238 /yr,,"1,591 cc","1,345 kg",2016,Auto,"$12,448 ","$12,448 ",93.8 kW (125 bhp),1,"$33,951 "
204,Mitsubishi Lancer 1.6A GLX Sports (COE till 07/2023),"$18,800 ","$7,730 /yr",,"135,270 km (10.8k /yr)",$954 /yr,,"1,584 cc","1,162 kg",2008,Auto,"$12,254 ","$10,113 ",79.0 kW (105 bhp),3,"$18,583 "
205,Toyota Corolla Altis 1.6A Elegance,"$64,800 ",,,"60,000 km (14.8k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$50,101 "
206,Toyota Allion 1.5A (COE till 09/2024),"$26,998 ","$7,470 /yr",,"158,839 km (13.9k /yr)",$818 /yr,,"1,496 cc","1,200 kg",2008,Auto,"$18,337 ","$18,337 ",81.0 kW (108 bhp),4,"$14,743 "
207,Mazda 2 1.5A Standard Plus,"$61,888 ",,,"48,320 km (18.2k /yr)",$682 /yr,,"1,496 cc","1,102 kg",2018,Auto,"$14,491 ","$5,000 ",85.0 kW (113 bhp),1,"$38,001 "
208,Toyota Corolla Altis 1.6A Elegance,"$96,888 ",,,"20,500 km",$742 /yr,,"1,598 cc","1,315 kg",2020,Auto,"$21,787 ","$22,502 ",96.0 kW (128 bhp),1,"$35,010 "
209,Hyundai Elantra 1.6A GLS S,"$52,800 ",,,"114,000 km (24.9k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2016,Auto,"$13,071 ","$13,071 ",93.8 kW (125 bhp),2,"$52,301 "
210,Toyota Corolla Altis 1.6A (COE till 12/2025),"$33,800 ","$6,940 /yr",,N.A.,$816 /yr,,"1,598 cc","1,195 kg",2010,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),3,"$18,652 "
211,Hyundai Avante 1.6A (COE till 09/2025),"$28,000 ","$6,020 /yr",,N.A.,$812 /yr,,"1,591 cc","1,264 kg",2010,Auto,"$11,142 ","$11,142 ",89.7 kW (120 bhp),3,"$16,570 "
212,Mitsubishi Lancer 1.6A GLX (COE till 11/2022),N.A,N.A,,N.A.,"$1,028 /yr",N.A.,"1,584 cc","1,162 kg",2007,Auto,"$11,089 ","$12,198 ",79.0 kW (105 bhp),1,"$20,997 "
213,Mazda 3 1.5A,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2016,Auto,"$16,614 ","$11,614 ",88.0 kW (118 bhp),3,"$53,000 "
214,Toyota Vios 1.5A E (COE till 05/2024),"$21,800 ","$6,640 /yr",,"135,000 km (11.5k /yr)",$821 /yr,,"1,497 cc","1,095 kg",2009,Auto,"$12,104 ","$12,104 ",80.0 kW (107 bhp),3,"$13,943 "
215,Honda Civic 1.6A VTi (COE till 11/2022),"$13,800 ","$7,820 /yr",,"150,000 km (11.3k /yr)","$1,036 /yr",,"1,595 cc","1,220 kg",2007,Auto,"$17,779 ","$19,557 ",92.0 kW (123 bhp),4,"$20,997 "
216,Honda Civic 1.6A VTi,"$83,800 ",,,"30,487 km (13.5k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2018,Auto,"$20,612 ","$20,857 ",92.0 kW (123 bhp),1,"$28,000 "
217,Toyota Vios 1.5A E Sports (COE till 10/2023),"$18,999 ","$6,950 /yr",,N.A.,$821 /yr,,"1,497 cc","1,095 kg",2008,Auto,"$12,498 ","$3,293 ",80.0 kW (107 bhp),3,"$15,142 "
218,Toyota Corolla Altis 1.6A (COE till 12/2025),"$33,800 ","$6,890 /yr",,N.A.,$816 /yr,,"1,598 cc","1,195 kg",2010,Auto,"$16,446 ","$16,446 ",90.0 kW (120 bhp),3,"$18,652 "
219,Honda Civic 1.6A VTi (COE till 04/2028),"$46,800 ","$6,520 /yr",,N.A.,$962 /yr,,"1,595 cc","1,220 kg",2008,Auto,"$19,243 ","$21,168 ",92.0 kW (123 bhp),3,"$38,655 "
220,Toyota Vios 1.5A E (COE till 01/2026),"$31,800 ","$6,390 /yr",,N.A.,$684 /yr,,"1,497 cc","1,095 kg",2010,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),6,"$19,069 "
221,Toyota Corolla Axio 1.5A G,"$47,800 ",,,"90,000 km (18.3k /yr)",$682 /yr,,"1,496 cc","1,090 kg",2015,Auto,"$16,236 ","$6,236 ",80.0 kW (107 bhp),2,"$43,000 "
222,Honda Civic 1.8A (New 5-yr COE),"$41,800 ","$8,360 /yr",,N.A.,$978 /yr,N.A.,"1,799 cc","1,219 kg",2009,Auto,"$25,827 ","$25,827 ",103.0 kW (138 bhp),2,N.A.
223,Honda Civic 1.6A VTi,"$88,800 ",,,"26,800 km (16.4k /yr)",$742 /yr,,"1,597 cc","1,237 kg",2019,Auto,"$20,088 ","$20,124 ",92.0 kW (123 bhp),1,"$30,009 "
224,Kia Cerato Forte 1.6A SX (New 10-yr COE),"$53,800 ","$5,380 /yr",,N.A.,$812 /yr,N.A.,"1,591 cc","1,251 kg",2010,Auto,"$14,376 ","$14,376 ",92.7 kW (124 bhp),3,N.A.
225,Kia Cerato K3 1.6A EX (OPC),"$50,999 ",,,"25,000 km (8.2k /yr)",$238 /yr,,"1,591 cc","1,295 kg",2017,Auto,"$12,632 ","$12,632 ",95.3 kW (127 bhp),1,"$21,200 "
226,Nissan Sylphy 1.8A Signature Series,"$47,500 ",,,"88,675 km (16.6k /yr)",$976 /yr,,"1,798 cc","1,245 kg",2014,Auto,"$17,394 ","$17,394 ",96.0 kW (128 bhp),2,"$60,001 "
227,Toyota Alphard 2.4A (COE till 06/2023),"$22,500 ","$9,390 /yr",,"150,000 km (8.5k /yr)","$3,570 /yr",,"2,994 cc","1,870 kg",2003,Auto,"$46,870 ","$60,931 ",,1,"$65,001 "
228,Volkswagen Jetta 1.4A TSI,"$32,800 ",,,"89,000 km (11.7k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2013,Auto,"$21,374 ","$11,924 ",90.0 kW (120 bhp),1,"$64,839 "
229,Kia Cerato Forte 1.6M EX (COE till 04/2029),"$44,500 ","$5,400 /yr",,"170,251 km (14.8k /yr)",$886 /yr,,"1,591 cc","1,227 kg",2009,Manual,"$10,411 ","$10,411 ",92.7 kW (124 bhp),1,"$26,175 "
230,Toyota Corolla Altis 1.6A Elegance (New 5-yr COE),"$36,800 ","$7,360 /yr",,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2011,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),4,N.A.
231,Kia Cerato K3 1.6A SX,"$54,088 ",,,"68,906 km (14.3k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2015,Auto,"$16,365 ","$16,365 ",95.3 kW (127 bhp),1,"$46,009 "
232,Mitsubishi Attrage 1.2A,"$45,900 ",,,N.A.,$506 /yr,,"1,193 cc",940 kg,2016,Auto,"$13,796 ","$5,000 ",57.0 kW (76 bhp),2,"$49,751 "
233,Honda Civic 2.0A (COE till 04/2021),"$5,800 ",N.A.,,N.A.,"$1,815 /yr",,"1,998 cc","1,312 kg",2006,Auto,"$22,413 ","$24,655 ",114.0 kW (152 bhp),2,"$23,725 "
234,Hyundai Elantra 1.6A GLS Elite,"$55,777 ",,,"70,367 km (15.5k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2016,Auto,"$17,432 ","$17,432 ",93.8 kW (125 bhp),1,"$53,000 "
235,Volkswagen Jetta GP 1.4A TSI Highline,"$42,800 ",,,N.A.,$620 /yr,,"1,390 cc","1,417 kg",2014,Auto,"$19,625 ","$9,625 ",90.0 kW (120 bhp),2,"$66,590 "
